PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
B.1.575.1	cov-lineages/pango-designation	40	64	correction	CLOSED	COMPLETED	B.1.575.1
B.1.575.2	cov-lineages/pango-designation	60	116	designated	CLOSED	COMPLETED	B.1.575.2
B.1.616	cov-lineages/pango-designation	17	31	designated	CLOSED	COMPLETED	B.1.616
B.1.617	cov-lineages/pango-designation	20	38	designated	CLOSED	COMPLETED	B.1.617
B.1.617	cov-lineages/pango-designation	20	49	correction	CLOSED	COMPLETED	B.1.617
B.1.617.1	cov-lineages/pango-designation	52	55	duplicate	CLOSED	COMPLETED	B.1.617.1
B.1.617.2	cov-lineages/pango-designation	62	113	correction	CLOSED	COMPLETED	B.1.617.2
B.1.617.2	cov-lineages/pango-designation	62	135	correction	CLOSED	COMPLETED	B.1.617.2
AY.1	cov-lineages/pango-designation	53	95	designated	CLOSED	COMPLETED	B.1.617.2.1
AY.10	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.10
AY.102	cov-lineages/pango-designation	140	272	designated	CLOSED	COMPLETED	B.1.617.2.102
AY.102.1	cov-lineages/pango-designation	195	325	designated	CLOSED	COMPLETED	B.1.617.2.102.1
AY.102.2	cov-lineages/pango-designation	200	330	designated	CLOSED	COMPLETED	B.1.617.2.102.2
AY.104	cov-lineages/pango-designation	145	289		CLOSED	COMPLETED	B.1.617.2.104
AY.106	cov-lineages/pango-designation	147	287	designated	CLOSED	COMPLETED	B.1.617.2.106
AY.11	cov-lineages/pango-designation	91	142	designated	CLOSED	COMPLETED	B.1.617.2.11
AY.112	cov-lineages/pango-designation	185	283	designated	CLOSED	COMPLETED	B.1.617.2.112
AY.112.1	cov-lineages/pango-designation	185	283	designated	CLOSED	COMPLETED	B.1.617.2.112.1
AY.112.2	cov-lineages/pango-designation	231	385		CLOSED	COMPLETED	B.1.617.2.112.2
AY.112.3	cov-lineages/pango-designation	244	388	designated	CLOSED	COMPLETED	B.1.617.2.112.3
AY.119.1	cov-lineages/pango-designation	176	336	designated	CLOSED	COMPLETED	B.1.617.2.119.1
AY.119.2	cov-lineages/pango-designation	187	288	designated	CLOSED	COMPLETED	B.1.617.2.119.2
AY.12	cov-lineages/pango-designation	92	170	designated	CLOSED	COMPLETED	B.1.617.2.12
AY.121	cov-lineages/pango-designation	165	344	designated	CLOSED	COMPLETED	B.1.617.2.121
AY.121.1	cov-lineages/pango-designation	165	344	designated	CLOSED	COMPLETED	B.1.617.2.121.1
AY.122	cov-lineages/pango-designation	152	320	designated	CLOSED	COMPLETED	B.1.617.2.122
AY.122.1	cov-lineages/pango-designation	152	320	designated	CLOSED	COMPLETED	B.1.617.2.122.1
AY.122.2	cov-lineages/pango-designation	184	273	designated	CLOSED	COMPLETED	B.1.617.2.122.2
AY.122.3	cov-lineages/pango-designation	209	371	designated	CLOSED	COMPLETED	B.1.617.2.122.3
AY.122.6	cov-lineages/pango-designation	245	394	designated	CLOSED	COMPLETED	B.1.617.2.122.6
AY.123	cov-lineages/pango-designation	159	306	designated	CLOSED	COMPLETED	B.1.617.2.123
AY.123.1	cov-lineages/pango-designation	205	354	designated	CLOSED	COMPLETED	B.1.617.2.123.1
AY.124	cov-lineages/pango-designation	160	281	designated	CLOSED	COMPLETED	B.1.617.2.124
AY.124.1	cov-lineages/pango-designation	181	345	designated	CLOSED	COMPLETED	B.1.617.2.124.1
AY.125	cov-lineages/pango-designation	163	328	designated	CLOSED	COMPLETED	B.1.617.2.125
AY.126	cov-lineages/pango-designation	167	253	designated	CLOSED	COMPLETED	B.1.617.2.126
AY.127	cov-lineages/pango-designation	175	342	designated	CLOSED	COMPLETED	B.1.617.2.127
AY.127.1	cov-lineages/pango-designation	204	352	designated	CLOSED	COMPLETED	B.1.617.2.127.1
AY.127.3	cov-lineages/pango-designation	247	525	designated	CLOSED	COMPLETED	B.1.617.2.127.3
AY.128	cov-lineages/pango-designation	191	309	designated	CLOSED	COMPLETED	B.1.617.2.128
AY.129	cov-lineages/pango-designation	197	329	designated	CLOSED	COMPLETED	B.1.617.2.129
AY.13	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.13
AY.130	cov-lineages/pango-designation	203	351	designated	CLOSED	COMPLETED	B.1.617.2.130
AY.131	cov-lineages/pango-designation	211	373	designated	CLOSED	COMPLETED	B.1.617.2.131
AY.132	cov-lineages/pango-designation	214	379	designated	CLOSED	COMPLETED	B.1.617.2.132
AY.133	cov-lineages/pango-designation	215	380	designated	CLOSED	COMPLETED	B.1.617.2.133
AY.14	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.14
AY.15	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.15
AY.16	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.16
AY.17	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.17
AY.18	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.18
AY.19	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.19
AY.2	cov-lineages/pango-designation	54	107	designated	CLOSED	COMPLETED	B.1.617.2.2
AY.20	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.20
AY.20.1	cov-lineages/pango-designation	153	318	designated	CLOSED	COMPLETED	B.1.617.2.20.1
AY.21	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.21
AY.22	cov-lineages/pango-designation	107	198	designated	CLOSED	COMPLETED	B.1.617.2.22
AY.23	cov-lineages/pango-designation	98	175	designated	CLOSED	COMPLETED	B.1.617.2.23
AY.23.1	cov-lineages/pango-designation	132	237	designated	CLOSED	COMPLETED	B.1.617.2.23.1
AY.23.2	cov-lineages/pango-designation	171	266	designated	CLOSED	COMPLETED	B.1.617.2.23.2
AY.24	cov-lineages/pango-designation	98	175	designated	CLOSED	COMPLETED	B.1.617.2.24
AY.25	cov-lineages/pango-designation	101	181	designated	CLOSED	COMPLETED	B.1.617.2.25
AY.25.1	cov-lineages/pango-designation	174	313	designated	CLOSED	COMPLETED	B.1.617.2.25.1
AY.25.1.1	cov-lineages/pango-designation	193	355	designated	CLOSED	COMPLETED	B.1.617.2.25.1.1
AY.26	cov-lineages/pango-designation	109	188	designated	CLOSED	COMPLETED	B.1.617.2.26
AY.26.1	cov-lineages/pango-designation	183	278	designated	CLOSED	COMPLETED	B.1.617.2.26.1
AY.27	cov-lineages/pango-designation	110	196	designated	CLOSED	COMPLETED	B.1.617.2.27
AY.28	cov-lineages/pango-designation	111	199	designated	CLOSED	COMPLETED	B.1.617.2.28
AY.29	cov-lineages/pango-designation	115	208	designated	CLOSED	COMPLETED	B.1.617.2.29
AY.29.1	cov-lineages/pango-designation	129	224	designated	CLOSED	COMPLETED	B.1.617.2.29.1
AY.29.2	cov-lineages/pango-designation	222	381	designated	CLOSED	COMPLETED	B.1.617.2.29.2
AY.3	cov-lineages/pango-designation	63	121	designated	CLOSED	COMPLETED	B.1.617.2.3
AY.3.1	cov-lineages/pango-designation	73	147	designated	CLOSED	COMPLETED	B.1.617.2.3.1
AY.3.2	cov-lineages/pango-designation	192	312	designated	CLOSED	COMPLETED	B.1.617.2.3.2
AY.3.3	cov-lineages/pango-designation	206	365	designated	CLOSED	COMPLETED	B.1.617.2.3.3
AY.30	cov-lineages/pango-designation	116	207	designated	CLOSED	COMPLETED	B.1.617.2.30
AY.31	cov-lineages/pango-designation	117	206	designated	CLOSED	COMPLETED	B.1.617.2.31
AY.32	cov-lineages/pango-designation	118	209	designated	CLOSED	COMPLETED	B.1.617.2.32
AY.33	cov-lineages/pango-designation	119	215	designated	CLOSED	COMPLETED	B.1.617.2.33
AY.33	cov-lineages/pango-designation	119	219	designated	CLOSED	COMPLETED	B.1.617.2.33
AY.33.1	cov-lineages/pango-designation	208	370	designated	CLOSED	COMPLETED	B.1.617.2.33.1
AY.33.2	cov-lineages/pango-designation	257	403	designated	CLOSED	COMPLETED	B.1.617.2.33.2
AY.34	cov-lineages/pango-designation	123	217	designated	CLOSED	COMPLETED	B.1.617.2.34
AY.34.1	cov-lineages/pango-designation	168	255	designated	CLOSED	COMPLETED	B.1.617.2.34.1
AY.34.1.1	cov-lineages/pango-designation	168	255	designated	CLOSED	COMPLETED	B.1.617.2.34.1.1
AY.34.2	cov-lineages/pango-designation	172	269	designated	CLOSED	COMPLETED	B.1.617.2.34.2
AY.35	cov-lineages/pango-designation	123	217	designated	CLOSED	COMPLETED	B.1.617.2.35
AY.36	cov-lineages/pango-designation	124	225	designated	CLOSED	COMPLETED	B.1.617.2.36
AY.36.1	cov-lineages/pango-designation	217	434	designated	CLOSED	COMPLETED	B.1.617.2.36.1
AY.37	cov-lineages/pango-designation	125	228	designated	CLOSED	COMPLETED	B.1.617.2.37
AY.38	cov-lineages/pango-designation	126	229	designated	CLOSED	COMPLETED	B.1.617.2.38
AY.39	cov-lineages/pango-designation	130	234	designated	CLOSED	COMPLETED	B.1.617.2.39
AY.39.1	cov-lineages/pango-designation	130	234	designated	CLOSED	COMPLETED	B.1.617.2.39.1
AY.39.1.1	cov-lineages/pango-designation	130	234	designated	CLOSED	COMPLETED	B.1.617.2.39.1.1
AY.39.1.2	cov-lineages/pango-designation	190	307	designated	CLOSED	COMPLETED	B.1.617.2.39.1.2
AY.39.1.3	cov-lineages/pango-designation	202	339	designated	CLOSED	COMPLETED	B.1.617.2.39.1.3
AY.39.1.4	cov-lineages/pango-designation	265	438	designated	CLOSED	COMPLETED	B.1.617.2.39.1.4
AY.39.2	cov-lineages/pango-designation	141	295	designated	CLOSED	COMPLETED	B.1.617.2.39.2
AY.39.4	cov-lineages/pango-designation	258	406	designated	CLOSED	COMPLETED	B.1.617.2.39.4
AY.4	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.4
AY.4.1	cov-lineages/pango-designation	122	214	designated	CLOSED	COMPLETED	B.1.617.2.4.1
AY.4.10	cov-lineages/pango-designation	212	332	designated	CLOSED	COMPLETED	B.1.617.2.4.10
AY.4.2	cov-lineages/pango-designation	127	223	designated	CLOSED	COMPLETED	B.1.617.2.4.2
AY.4.2.1	cov-lineages/pango-designation	149	248	designated	CLOSED	COMPLETED	B.1.617.2.4.2.1
AY.4.2.2	cov-lineages/pango-designation	166	249	designated	CLOSED	COMPLETED	B.1.617.2.4.2.2
AY.4.2.3	cov-lineages/pango-designation	173	356	designated	CLOSED	COMPLETED	B.1.617.2.4.2.3
AY.4.2.5	cov-lineages/pango-designation	261	543	designated	CLOSED	COMPLETED	B.1.617.2.4.2.5
AY.4.3	cov-lineages/pango-designation	128	222	designated	CLOSED	COMPLETED	B.1.617.2.4.3
AY.4.4	cov-lineages/pango-designation	132	237	designated	CLOSED	COMPLETED	B.1.617.2.4.4
AY.4.5	cov-lineages/pango-designation	133	241	designated	CLOSED	COMPLETED	B.1.617.2.4.5
AY.4.6	cov-lineages/pango-designation	170	264	designated	CLOSED	COMPLETED	B.1.617.2.4.6
AY.4.7	cov-lineages/pango-designation	188	291	designated	CLOSED	COMPLETED	B.1.617.2.4.7
AY.4.8	cov-lineages/pango-designation	189	304	designated	CLOSED	COMPLETED	B.1.617.2.4.8
AY.4.9	cov-lineages/pango-designation	212	332	designated	CLOSED	COMPLETED	B.1.617.2.4.9
AY.40	cov-lineages/pango-designation	132	237	designated	CLOSED	COMPLETED	B.1.617.2.40
AY.41	cov-lineages/pango-designation	132	237	designated	CLOSED	COMPLETED	B.1.617.2.41
AY.42	cov-lineages/pango-designation	134	239	designated	CLOSED	COMPLETED	B.1.617.2.42
AY.42.1	cov-lineages/pango-designation	201	331	designated	CLOSED	COMPLETED	B.1.617.2.42.1
AY.43	cov-lineages/pango-designation	135	240	designated	CLOSED	COMPLETED	B.1.617.2.43
AY.43.1	cov-lineages/pango-designation	154	319	designated	CLOSED	COMPLETED	B.1.617.2.43.1
AY.43.2	cov-lineages/pango-designation	154	319	designated	CLOSED	COMPLETED	B.1.617.2.43.2
AY.43.3	cov-lineages/pango-designation	162	337	designated	CLOSED	COMPLETED	B.1.617.2.43.3
AY.43.4	cov-lineages/pango-designation	164	317	designated	CLOSED	COMPLETED	B.1.617.2.43.4
AY.43.5	cov-lineages/pango-designation	177	335	designated	CLOSED	COMPLETED	B.1.617.2.43.5
AY.43.6	cov-lineages/pango-designation	194	315	designated	CLOSED	COMPLETED	B.1.617.2.43.6
AY.43.7	cov-lineages/pango-designation	213	378	designated	CLOSED	COMPLETED	B.1.617.2.43.7
AY.44	cov-lineages/pango-designation	136	242	designated	CLOSED	COMPLETED	B.1.617.2.44
AY.45	cov-lineages/pango-designation	137	246	designated	CLOSED	COMPLETED	B.1.617.2.45
AY.46	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46
AY.46.1	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.1
AY.46.2	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.2
AY.46.3	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.3
AY.46.4	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.4
AY.46.5	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.5
AY.46.6	cov-lineages/pango-designation	138	247	designated	CLOSED	COMPLETED	B.1.617.2.46.6
AY.46.6.1	cov-lineages/pango-designation	207	369	designated	CLOSED	COMPLETED	B.1.617.2.46.6.1
AY.47	cov-lineages/pango-designation	139	254	designated	CLOSED	COMPLETED	B.1.617.2.47
AY.5	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.5
AY.5.5	cov-lineages/pango-designation	182	363	correction	CLOSED	COMPLETED	B.1.617.2.5.5
AY.5.7	cov-lineages/pango-designation	234	387		CLOSED	COMPLETED	B.1.617.2.5.7
AY.58	cov-lineages/pango-designation	144	286	designated	CLOSED	COMPLETED	B.1.617.2.58
AY.6	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.6
AY.63	cov-lineages/pango-designation	144	286	designated	CLOSED	COMPLETED	B.1.617.2.63
AY.66	cov-lineages/pango-designation	142	271		CLOSED	COMPLETED	B.1.617.2.66
AY.69	cov-lineages/pango-designation	143	260	designated	CLOSED	COMPLETED	B.1.617.2.69
AY.7	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.7
AY.8	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.8
AY.9	cov-lineages/pango-designation	97	180	designated	CLOSED	COMPLETED	B.1.617.2.9
AY.9.2.2	cov-lineages/pango-designation	186	284	designated	CLOSED	COMPLETED	B.1.617.2.9.2.2
AY.98.1.1	cov-lineages/pango-designation	290	604	designated	CLOSED	COMPLETED	B.1.617.2.98.1.1
AY.99	cov-lineages/pango-designation	157	258	designated	CLOSED	COMPLETED	B.1.617.2.99
AY.99.1	cov-lineages/pango-designation	157	258	designated	CLOSED	COMPLETED	B.1.617.2.99.1
AY.99.2	cov-lineages/pango-designation	157	258	designated	CLOSED	COMPLETED	B.1.617.2.99.2
B.1.618	cov-lineages/pango-designation	28	46	designated	CLOSED	COMPLETED	B.1.618
B.1.619	cov-lineages/pango-designation	31	44	designated	CLOSED	COMPLETED	B.1.619
B.1.619	cov-lineages/pango-designation	31	149	correction	CLOSED	COMPLETED	B.1.619
B.1.619.1	cov-lineages/pango-designation	76	160	designated	CLOSED	COMPLETED	B.1.619.1
B.1.620	cov-lineages/pango-designation	32	54	designated	CLOSED	COMPLETED	B.1.620
B.1.621	cov-lineages/pango-designation	35	57	designated	CLOSED	COMPLETED	B.1.621
B.1.621.1	cov-lineages/pango-designation	64	115		CLOSED	COMPLETED	B.1.621.1
BB.1	cov-lineages/pango-designation	199	232	designated	CLOSED	COMPLETED	B.1.621.1.1
BB.2	cov-lineages/pango-designation	199	232	designated	CLOSED	COMPLETED	B.1.621.1.2
B.1.622	cov-lineages/pango-designation	36	58	designated	CLOSED	COMPLETED	B.1.622
B.1.623	cov-lineages/pango-designation	43	25	designated	CLOSED	COMPLETED	B.1.623
B.1.624	cov-lineages/pango-designation	57	91	designated	CLOSED	COMPLETED	B.1.624
B.1.625	cov-lineages/pango-designation	58	93	designated	CLOSED	COMPLETED	B.1.625
B.1.626	cov-lineages/pango-designation	61	118	designated	CLOSED	COMPLETED	B.1.626
B.1.626	cov-lineages/pango-designation	61	136	duplicate	CLOSED	COMPLETED	B.1.626
B.1.627	cov-lineages/pango-designation	65	130	designated	CLOSED	COMPLETED	B.1.627
B.1.628	cov-lineages/pango-designation	77	143	correction	CLOSED	COMPLETED	B.1.628
B.1.629	cov-lineages/pango-designation	66	132	designated	CLOSED	COMPLETED	B.1.629
B.1.630	cov-lineages/pango-designation	70	137	designated	CLOSED	COMPLETED	B.1.630
B.1.631	cov-lineages/pango-designation	74	146	designated	CLOSED	COMPLETED	B.1.631
B.1.632	cov-lineages/pango-designation	79	156	designated	CLOSED	COMPLETED	B.1.632
B.1.633	cov-lineages/pango-designation	80	155	designated	CLOSED	COMPLETED	B.1.633
B.1.634	cov-lineages/pango-designation	83	159	designated	CLOSED	COMPLETED	B.1.634
B.1.635	cov-lineages/pango-designation	83	159	designated	CLOSED	COMPLETED	B.1.635
B.1.636	cov-lineages/pango-designation	94	173	designated	CLOSED	COMPLETED	B.1.636
B.1.637	cov-lineages/pango-designation	102	154	comment, designated	CLOSED	COMPLETED	B.1.637
B.1.637.1	cov-lineages/pango-designation	180	353	designated	CLOSED	COMPLETED	B.1.637.1
B.1.638	cov-lineages/pango-designation	114	205	designated	CLOSED	COMPLETED	B.1.638
B.1.639	cov-lineages/pango-designation	148	161	designated	CLOSED	COMPLETED	B.1.639
B.1.640	cov-lineages/pango-designation	151	297	designated	CLOSED	COMPLETED	B.1.640
B.1.640.1	cov-lineages/pango-designation	179	362	designated	CLOSED	COMPLETED	B.1.640.1
B.1.640.2	cov-lineages/pango-designation	179	362	designated	CLOSED	COMPLETED	B.1.640.2
B.1.641	cov-lineages/pango-designation	232	453	designated	CLOSED	COMPLETED	B.1.641
B.59	cov-lineages/pango-designation	112	194	correction	CLOSED	COMPLETED	B.59
XA	cov-lineages/pango-designation	38	63	designated	CLOSED	COMPLETED	XA
XAA	cov-lineages/pango-designation	322	664	designated	CLOSED	COMPLETED	XAA
XAB	cov-lineages/pango-designation	323	665	designated	CLOSED	COMPLETED	XAB
XAC	cov-lineages/pango-designation	328	590	designated	CLOSED	COMPLETED	XAC
XAD	cov-lineages/pango-designation	337	607	designated, recombinant	CLOSED	COMPLETED	XAD
XAE	cov-lineages/pango-designation	341	637	designated	CLOSED	COMPLETED	XAE
XAF	cov-lineages/pango-designation	343	676	designated	CLOSED	COMPLETED	XAF
XAG	cov-lineages/pango-designation	345	709	designated	CLOSED	COMPLETED	XAG
XAH	cov-lineages/pango-designation	350	755	designated	CLOSED	COMPLETED	XAH
XAJ	cov-lineages/pango-designation	372	826	designated	CLOSED	COMPLETED	XAJ
XAK	cov-lineages/pango-designation	373	823	designated	CLOSED	COMPLETED	XAK
XAL	cov-lineages/pango-designation	383	757	designated, recombinant	CLOSED	COMPLETED	XAL
XAM	cov-lineages/pango-designation	384	759	designated, recombinant	CLOSED	COMPLETED	XAM
XAN	cov-lineages/pango-designation	385	771	designated, recombinant	CLOSED	COMPLETED	XAN
XAP	cov-lineages/pango-designation	386	789	designated, recombinant	CLOSED	COMPLETED	XAP
XAQ	cov-lineages/pango-designation	388	798	designated, recombinant	CLOSED	COMPLETED	XAQ
XAR	cov-lineages/pango-designation	405	860	designated, recombinant	CLOSED	COMPLETED	XAR
XAS	cov-lineages/pango-designation	414	882	designated, recombinant	CLOSED	COMPLETED	XAS
XAT	cov-lineages/pango-designation	416	885	designated, recombinant	CLOSED	COMPLETED	XAT
XAU	cov-lineages/pango-designation	417	894	designated, recombinant	CLOSED	COMPLETED	XAU
XAV	cov-lineages/pango-designation	418	911	designated, recombinant	CLOSED	COMPLETED	XAV
XAW	cov-lineages/pango-designation	422	895	designated, recombinant	CLOSED	COMPLETED	XAW
XAY	cov-lineages/pango-designation	448	844	monitor, designated, recombinant	CLOSED	COMPLETED	XAY
XAY.1	cov-lineages/pango-designation	511	1208	monitor, recombinant sublineage	CLOSED	COMPLETED	XAY.1
XAY.1.1	cov-lineages/pango-designation	531	1255	monitor, designated, recombinant sublineage	CLOSED	COMPLETED	XAY.1.1
GL.1	sars-cov-2-variants/lineage-proposals	329	121	New mutations, To be proposed, Multiple lineages, designated	CLOSED	COMPLETED	XAY.1.1.1.1
XAY.2.3	cov-lineages/pango-designation	737	1896	designated, recombinant sublineage	CLOSED	COMPLETED	XAY.2.3
XAZ	cov-lineages/pango-designation	424	797	designated, recombinant	CLOSED	COMPLETED	XAZ
XB	cov-lineages/pango-designation	158	189	designated	CLOSED	COMPLETED	XB
XBA	cov-lineages/pango-designation	448	844	monitor, designated, recombinant	CLOSED	COMPLETED	XBA
XBB	cov-lineages/pango-designation	455	1058	accepted, recombinant	CLOSED	COMPLETED	XBB
XBB.1	cov-lineages/pango-designation	484	1088	designated, recombinant sublineage	CLOSED	COMPLETED	XBB.1
XBB.1.11	cov-lineages/pango-designation	636	1490	monitor, recombinant sublineage	CLOSED	COMPLETED	XBB.1.11
XBB.1.11.1	cov-lineages/pango-designation	636	1490	monitor, recombinant sublineage	CLOSED	COMPLETED	XBB.1.11.1
FP.1	cov-lineages/pango-designation	718	1847	designated, XBB	CLOSED	COMPLETED	XBB.1.11.1.1
FP.2	sars-cov-2-variants/lineage-proposals	296	31	Saltation, To be proposed, Convergent evolution, S:478, designated	CLOSED	COMPLETED	XBB.1.11.1.2
FP.2.1	cov-lineages/pango-designation	762	2012		CLOSED	COMPLETED	XBB.1.11.1.2.1
FP.2.1.1	sars-cov-2-variants/lineage-proposals	51	329	Convergent evolution, Multiple lineages, S:452, designated	CLOSED	COMPLETED	XBB.1.11.1.2.1.1
FP.3	cov-lineages/pango-designation	763	2021		CLOSED	COMPLETED	XBB.1.11.1.3
FP.3	sars-cov-2-variants/lineage-proposals	302	66	help wanted, To be proposed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.11.1.3
XBB.1.13	cov-lineages/pango-designation	647	1487	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.13
XBB.1.16	cov-lineages/pango-designation	674	1723	designated, recommended, XBB	CLOSED	COMPLETED	XBB.1.16
FU.5	sars-cov-2-variants/lineage-proposals	346	370	New mutations, Rapid review needed, designated	CLOSED	COMPLETED	XBB.1.16.1.5
XBB.1.16.10	cov-lineages/pango-designation	784	1984	monitor, designated	CLOSED	COMPLETED	XBB.1.16.10
HF.1	cov-lineages/pango-designation	802	2083		CLOSED	COMPLETED	XBB.1.16.13.1
HF.1	sars-cov-2-variants/lineage-proposals	344	298	New mutations, To be proposed, designated	CLOSED	COMPLETED	XBB.1.16.13.1
HF.1.1	sars-cov-2-variants/lineage-proposals	99	521	New mutations, designated, partially designated	CLOSED	NOT_PLANNED	XBB.1.16.13.1.1
XBB.1.16.14	sars-cov-2-variants/lineage-proposals	51	329	Convergent evolution, Multiple lineages, S:452, designated	CLOSED	COMPLETED	XBB.1.16.14
XBB.1.16.15	sars-cov-2-variants/lineage-proposals	347	374	To be proposed, Rapid review needed, designated, S:521	CLOSED	COMPLETED	XBB.1.16.15
JM.1	sars-cov-2-variants/lineage-proposals	130	569	S:478, designated, S:521, S:52	CLOSED	COMPLETED	XBB.1.16.15.1
XBB.1.16.16	sars-cov-2-variants/lineage-proposals	309	54	Convergent evolution, S:613, designated	CLOSED	COMPLETED	XBB.1.16.16
XBB.1.16.17	sars-cov-2-variants/lineage-proposals	20	354	designated, S:554	CLOSED	COMPLETED	XBB.1.16.17
XBB.1.16.18	sars-cov-2-variants/lineage-proposals	43	276	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.16.18
XBB.1.16.2	cov-lineages/pango-designation	741	1802	monitor, XBB	CLOSED	COMPLETED	XBB.1.16.2
GY.1	cov-lineages/pango-designation	786	2066	designated	CLOSED	COMPLETED	XBB.1.16.2.1
GY.1	sars-cov-2-variants/lineage-proposals	313	82	New mutations, To be proposed, designated	CLOSED	COMPLETED	XBB.1.16.2.1
GY.1.1	sars-cov-2-variants/lineage-proposals	263	804	designated, FLip, FLippeR	CLOSED	COMPLETED	XBB.1.16.2.1.1
GY.1.1.1	sars-cov-2-variants/lineage-proposals	263	804	designated, FLip, FLippeR	CLOSED	COMPLETED	XBB.1.16.2.1.1.1
GY.4	sars-cov-2-variants/lineage-proposals	6	345	designated, S:450	CLOSED	COMPLETED	XBB.1.16.2.4
GY.6	sars-cov-2-variants/lineage-proposals	7	308	S:456, Mutations outside spike, designated, Double Nuc mutations	CLOSED	NOT_PLANNED	XBB.1.16.2.6
GY.8	sars-cov-2-variants/lineage-proposals	63	460	S:456, designated	CLOSED	COMPLETED	XBB.1.16.2.8
XBB.1.16.23	sars-cov-2-variants/lineage-proposals	100	517	To be proposed, Multiple lineages, designated, S:304, partially designated	CLOSED	COMPLETED	XBB.1.16.23
XBB.1.16.24	sars-cov-2-variants/lineage-proposals	106	672	Saltation, S:478, designated, S:554, combo	CLOSED	COMPLETED	XBB.1.16.24
XBB.1.16.26	sars-cov-2-variants/lineage-proposals	225	685	S:456, S:478, designated, S:455, FLip	CLOSED	COMPLETED	XBB.1.16.26
XBB.1.16.27	sars-cov-2-variants/lineage-proposals	243	922	S:456, designated, 554k	CLOSED	COMPLETED	XBB.1.16.27
XBB.1.16.28	sars-cov-2-variants/lineage-proposals	287	1000	S:478, Emerged in an undersampled area, S:613, High local prevalence, designated, S:675, S:1230	CLOSED	COMPLETED	XBB.1.16.28
XBB.1.16.29	sars-cov-2-variants/lineage-proposals	372	524	To be proposed, designated, S:883	CLOSED	COMPLETED	XBB.1.16.29
XBB.1.16.30	sars-cov-2-variants/lineage-proposals	289	554	S:478, designated, S:554	CLOSED	NOT_PLANNED	XBB.1.16.30
XBB.1.16.4	cov-lineages/pango-designation	747	1903	monitor, designated, XBB	CLOSED	COMPLETED	XBB.1.16.4
XBB.1.16.5	cov-lineages/pango-designation	749	1983	designated, UShER not clean	CLOSED	COMPLETED	XBB.1.16.5
JF.1	sars-cov-2-variants/lineage-proposals	79	531	S:456, designated, S:455, FLip	CLOSED	COMPLETED	XBB.1.16.6.1
JF.1.1.1	sars-cov-2-variants/lineage-proposals	375	643	To be proposed, Rapid review needed, Multiple lineages, designated, partially designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.16.6.1.1.1
JF.2	sars-cov-2-variants/lineage-proposals	80	457	Rapid review needed, S:456, S:478, designated, S:675, combo	CLOSED	COMPLETED	XBB.1.16.6.2
JF.3	sars-cov-2-variants/lineage-proposals	286	976	S:478, designated, S:14, FLip, Usher	CLOSED	COMPLETED	XBB.1.16.6.3
GA.10.1	sars-cov-2-variants/lineage-proposals	283	919	S:478, designated, FLip, ORF9b, FLippeR	CLOSED	NOT_PLANNED	XBB.1.17.1.10.1
GA.4	sars-cov-2-variants/lineage-proposals	25	265	Convergent evolution, S:356, designated	CLOSED	COMPLETED	XBB.1.17.1.4
GA.4.1	sars-cov-2-variants/lineage-proposals	67	661	designated	CLOSED	COMPLETED	XBB.1.17.1.4.1
GA.4.1.3	sars-cov-2-variants/lineage-proposals	214	968	Insertion, designated, s:180-185	CLOSED	COMPLETED	XBB.1.17.1.4.1.3
